,salary,Company,Size,Industry,SectorType,Skills,Rating,Title,City,State,Python,Excel,SQL,R Shiny,Tableau,MySQL,Hive,SAS,Hadoop,Sector,Low-Salary,High-Salary
913,,System One,,,,,,,,,,,,,,,,,,,,
914,Est. Salary $64k-$114k,Hines,,,,,,,,,,,,,,,,,,, 64,114
915,Est. Salary $60k-$76k,WestEd,,,,,,,,,,,,,,,,,,, 60,76
916,Est. Salary $49k-$76k,cPanel,,,,,,,,,,,,,,,,,,, 49,76
917,Est. Salary $40k-$50k,Applus+,,,,,,,,,,,,,,,,,,, 40,50
918,,CRS Group,,,,,,,,,,,,,,,,,,,,
919,Est. Salary $44k-$67k,University of Texas at Austin,,,,,,,,,,,,,,,,,,, 44,67
920,Est. Salary $36k-$47k,Concise Technologies,,,,,,,,,,,,,,,,,,, 36,47
921,Est. Salary $46k-$60k,PROMEDIA TELECOM,,,,,,,,,,,,,,,,,,, 46,60
922,Est. Salary $47k-$61k,Tailored Management,,,,,,,,,,,,,,,,,,, 47,61
923,Est. Salary $64k-$80k,Zolon Tech,,,,,,,,,,,,,,,,,,, 64,80
924,Est. Salary $43k-$56k,"Jumpstart, Inc.",,,,,,,,,,,,,,,,,,, 43,56
925,Est. Salary $59k-$87k,QuintilesIMS,,,,,,,,,,,,,,,,,,, 59,87
926,Est. Salary $54k-$69k,Hawaii Pacific Health,,,,,,,,,,,,,,,,,,, 54,69
927,Est. Salary $51k-$66k,Logic20/20,,,,,,,,,,,,,,,,,,, 51,66
928,Est. Salary $55k-$70k,Fresenius,10000+ employees,Health Care,Company - Public (FRE),"Our Business Analytics consulting services is uses a suite of proprietary Analytics tools that are precise and detailed. The tools can be used as a stand alone solution or connected to ERP systems. The approach is to use our operational experience, gained from our supply chain management consulting, to create the right questions and structure while transactional data mixed with supplementary information and mathematical algorithms provides the input to user-friendly dashboards of your business performance.

RESPONSIBILITIES

SAS Programming
Maintain existing reports and analysis
Create new analysis and reports for management
Develop and enhance automation as needed
Ensure automated reporting processes are running as expected
Programming skills/experience within SAS to answer Ad/Hoc Analysis Requirements
Work with multiple business units to determine needs
Ensure that internal business partners have the information necessary to make informed business decisions
Help develop and train client on best practices and standards around SAS programming and maintenance

QUALIFICATIONS

1-4 years of experience in programming
Exceptional communications skills; written and verbal
Capable of handling large volume data analysis/data sets
Experience with GUI Front End
Ability to work in a fast paced environment

The databases and the tools are designed for handling of Big Data, which enables analysis on a detailed level. The user friendliness is essential and the most challenging issue is the data fed into the analytical models. This is why the models are designed to use data that already exists in most companies and why the data input is made easy and intuitive.",3.3,Performance and Data Analyst, – San Diego, CA,False,False,False,True,False,False,False,False,False,Public, 55,70
929,Est. Salary $55k-$70k,Fresenius,10000+ employees,Health Care,Company - Public (FRE),"Our supply chain management consultants can leverage significant supply chain experience, acquired while developing and implementing strategies for some of the world?s best known companies over the past forty years in more than one-thousand client engagements, and apply it, hands-on, to your organization.

Position Description:

Develop and maintain data preparation and validation routines to support the reporting of clinical metrics and cost information
Automate data load and data analysis programs with a goal of improving efficiencies across clients
Select, recommend and apply appropriate analytic and statistical methodologies and techniques to data
Develop innovative and/or customized templates and report formats
Interfaces with clients and vendors on ETL processes and maps data from disparate sources into data warehouse formats
Process and analyze data to support clinical and financial initiatives
Performs ad-hoc analysis for the client

RequirementsQualifications:

1+ years of work experience using SAS and SAS/Macros
Experience with large databases
Competency in data manipulation and analysis
Excellent PC and database skills including Excel, VB, SQL, MS Access

We have extensive experience in helping companies keep up with the dramatic changes in distribution center and warehouse operations. Our warehouse design consulting team combines on-the-floor data gathering with sophisticated modeling techniques to produce and implement warehouse/distribution center operation plans that provide increased savings and reliability for tomorrow while keeping the inventory moving today.",3.3,Research and Data Analyst, – Portland, OR,False,True,False,True,False,False,False,False,False,Public, 55,70
